SEQ,LINE_NM,UPDOWN_CD,DAY_CD,STATN_CD,EXT_CD,STATN_NM,FIRST_TIME,FIRST_DEP_NM,FIRST_ARR_NM,LAST_TIME,LAST_DEP_NM,LAST_ARR_NM
1468,04호선,2,3,408,408,별내별가람,54230,진접,사당,234430,진접,불암산
1469,04호선,2,2,408,408,별내별가람,54230,진접,사당,234430,진접,불암산
1470,04호선,1,2,1454,439,정부과천청사,54300,산본,불암산,234730,오이도,사당
1471,04호선,1,3,1454,439,정부과천청사,54300,산본,불암산,234730,오이도,사당
1472,04호선,2,1,1458,443,금정,54300,금정,오이도,240930,불암산,안산
1473,04호선,1,3,421,421,동대문,54300,서울역,불암산,235630,오이도,한성대입구
1474,04호선,1,2,421,421,동대문,54300,서울역,불암산,235630,오이도,한성대입구
1475,04호선,2,2,422,422,동대문역사문화공원,54300,한성대입구,오이도,235330,진접,서울역
1476,04호선,2,3,422,422,동대문역사문화공원,54300,한성대입구,오이도,235330,진접,서울역
1477,04호선,1,1,429,429,신용산,54330,남태령,진접,244200,오이도,한성대입구
1478,04호선,1,2,429,429,신용산,54330,사당,진접,234200,오이도,한성대입구
1479,04호선,1,3,429,429,신용산,54330,사당,진접,234200,오이도,한성대입구
1480,04호선,1,3,406,406,오남,54330,불암산,진접,235700,사당,진접
1481,04호선,1,2,406,406,오남,54330,불암산,진접,235700,사당,진접
1482,04호선,2,2,417,417,길음,54400,노원,사당,234300,진접,서울역
1483,04호선,2,3,417,417,길음,54400,노원,사당,234300,진접,서울역
1484,04호선,2,1,423,423,충무로,54400,한성대입구,오이도,245530,진접,서울역
1485,04호선,2,1,417,417,길음,54400,노원,오이도,244230,진접,서울역
1486,04호선,1,1,420,420,혜화,54430,서울역,불암산,245900,오이도,한성대입구
1487,04호선,1,1,406,406,오남,54430,불암산,진접,245500,사당,진접
1488,04호선,2,2,1751,444,산본,54430,금정,오이도,240800,불암산,안산
1489,04호선,2,3,1751,444,산본,54430,금정,오이도,240800,불암산,안산
1490,04호선,1,1,428,428,삼각지,54500,남태령,진접,244330,오이도,한성대입구
1491,04호선,1,3,1453,438,과천,54500,산본,불암산,234930,오이도,사당
1492,04호선,1,2,1453,438,과천,54500,산본,불암산,234930,오이도,사당
1493,04호선,1,2,428,428,삼각지,54500,사당,진접,234330,오이도,한성대입구
1494,04호선,1,3,428,428,삼각지,54500,사당,진접,234330,오이도,한성대입구
1495,04호선,1,2,420,420,혜화,54530,서울역,불암산,235900,오이도,한성대입구
1496,04호선,1,3,420,420,혜화,54530,서울역,불암산,235900,오이도,한성대입구
1497,04호선,2,3,423,423,충무로,54530,한성대입구,오이도,235600,진접,서울역
1498,04호선,2,2,423,423,충무로,54530,한성대입구,오이도,235600,진접,서울역
1499,04호선,2,1,424,424,명동,54530,한성대입구,오이도,245700,진접,서울역
1500,04호선,1,1,419,419,한성대입구,54630,서울역,불암산,244200,사당,불암산
1501,04호선,2,2,1763,445,수리산,54630,금정,오이도,241000,불암산,안산
1502,04호선,2,3,1763,445,수리산,54630,금정,오이도,241000,불암산,안산
1503,04호선,2,3,418,418,성신여대입구,54630,노원,사당,234530,진접,서울역
1504,04호선,2,2,418,418,성신여대입구,54630,노원,사당,234530,진접,서울역
1505,04호선,2,1,418,418,성신여대입구,54630,노원,오이도,244500,진접,서울역
1506,04호선,1,1,427,427,숙대입구,54700,남태령,진접,244530,오이도,한성대입구
1507,04호선,1,3,1452,437,대공원,54700,산본,불암산,235130,오이도,사당
1508,04호선,1,2,1452,437,대공원,54700,산본,불암산,235130,오이도,사당
1509,04호선,1,2,427,427,숙대입구,54700,사당,진접,234530,오이도,한성대입구
1510,04호선,1,3,427,427,숙대입구,54700,사당,진접,234530,오이도,한성대입구
1511,04호선,2,3,424,424,명동,54700,한성대입구,오이도,235730,진접,서울역
1512,04호선,2,2,424,424,명동,54700,한성대입구,오이도,235730,진접,서울역
1513,04호선,2,1,425,425,회현,54700,한성대입구,오이도,245830,진접,서울역
1514,04호선,2,1,1751,444,산본,54730,금정,오이도,241400,불암산,안산
1515,04호선,1,3,419,419,한성대입구,54730,서울역,불암산,234500,오이도,노원
1516,04호선,1,2,419,419,한성대입구,54730,서울역,불암산,234500,오이도,노원
1517,04호선,1,1,418,418,성신여대입구,54830,서울역,불암산,244400,사당,불암산
1518,04호선,2,3,425,425,회현,54830,한성대입구,오이도,235900,진접,서울역
1519,04호선,2,2,425,425,회현,54830,한성대입구,오이도,235900,진접,서울역
1520,04호선,1,3,1451,436,경마공원,54900,산본,불암산,235330,오이도,사당
1521,04호선,1,2,1451,436,경마공원,54900,산본,불암산,235330,오이도,사당
1522,04호선,2,1,1763,445,수리산,54930,금정,오이도,241600,불암산,안산
1523,04호선,1,2,418,418,성신여대입구,54930,서울역,불암산,234700,오이도,노원
1524,04호선,1,3,418,418,성신여대입구,54930,서울역,불암산,234700,오이도,노원
1525,04호선,2,1,426,426,서울역,54930,한성대입구,오이도,244600,진접,사당
1526,04호선,2,3,1752,446,대야미,55000,금정,오이도,241330,불암산,안산
1527,04호선,2,2,1752,446,대야미,55000,금정,오이도,241330,불암산,안산
1528,05호선,1,2,2519,518,까치산,54430,여의도,방화,240540,마천,화곡
1529,05호선,2,1,2526,525,신길,54430,화곡,하남검단산,244330,방화,애오개
1530,05호선,2,3,2526,525,신길,54430,화곡,하남검단산,234950,방화,애오개
1531,05호선,2,2,2526,525,신길,54430,화곡,하남검단산,234950,방화,애오개
1532,05호선,1,3,2555,P549,둔촌동,54450,마천,방화,235150,마천,군자
1533,05호선,1,2,2555,P549,둔촌동,54450,마천,방화,235150,마천,군자
1534,05호선,2,3,2542,541,마장,54520,왕십리,하남검단산,235910,방화,군자
1535,05호선,2,2,2542,541,마장,54520,왕십리,하남검단산,235910,방화,군자
1536,05호선,2,1,2542,541,마장,54520,왕십리,하남검단산,245300,방화,군자
1537,05호선,2,3,2534,533,광화문,54520,애오개,마천,235220,방화,왕십리
1538,05호선,2,2,2534,533,광화문,54520,애오개,마천,235220,방화,왕십리
1539,05호선,2,1,2534,533,광화문,54520,애오개,마천,243820,방화,군자
1540,05호선,1,1,2533,532,서대문,54530,왕십리,방화,245750,하남검단산,애오개
1541,05호선,1,2,2533,532,서대문,54530,왕십리,방화,240040,마천,애오개
1542,05호선,1,3,2533,532,서대문,54530,왕십리,방화,240040,마천,애오개
1543,05호선,1,2,2518,517,화곡,54630,여의도,방화,235610,하남검단산,방화
1544,05호선,1,1,2518,517,화곡,54630,여의도,방화,244510,하남검단산,방화
1545,05호선,1,3,2518,517,화곡,54630,여의도,방화,235610,하남검단산,방화
1546,05호선,2,3,2527,526,여의도,54630,화곡,하남검단산,235150,방화,애오개
1547,05호선,2,1,2527,526,여의도,54630,화곡,하남검단산,244530,방화,애오개
1548,05호선,2,2,2527,526,여의도,54630,화곡,하남검단산,235150,방화,애오개
1549,05호선,1,1,2532,531,충정로,54700,왕십리,방화,245940,하남검단산,애오개
1550,05호선,1,2,2532,531,충정로,54700,왕십리,방화,240210,마천,애오개
1551,05호선,1,3,2532,531,충정로,54700,왕십리,방화,240210,마천,애오개
1552,05호선,2,3,2550,549,길동,54730,군자,하남검단산,240820,방화,상일동
1553,05호선,2,1,2550,549,길동,54730,군자,하남검단산,245220,방화,상일동
1554,05호선,2,2,2550,549,길동,54730,군자,하남검단산,240820,방화,상일동
1555,05호선,2,3,2543,542,답십리,54730,왕십리,하남검단산,240120,방화,군자
1556,05호선,2,2,2543,542,답십리,54730,왕십리,하남검단산,240120,방화,군자
1557,05호선,2,1,2543,542,답십리,54730,왕십리,하남검단산,245510,방화,군자
1558,05호선,2,3,2535,534,종로3가,54730,애오개,마천,235430,방화,왕십리
1559,05호선,2,2,2535,534,종로3가,54730,애오개,마천,235430,방화,왕십리
1560,05호선,2,1,2535,534,종로3가,54730,애오개,마천,244030,방화,군자
1561,05호선,2,2,2528,527,여의나루,54810,화곡,하남검단산,235330,방화,애오개
1562,05호선,2,3,2528,527,여의나루,54810,화곡,하남검단산,235330,방화,애오개
1563,05호선,2,1,2528,527,여의나루,54810,화곡,하남검단산,244710,방화,애오개
1564,05호선,1,2,2517,516,우장산,54830,여의도,방화,235810,하남검단산,방화
1565,05호선,1,3,2517,516,우장산,54830,여의도,방화,235810,하남검단산,방화
1566,05호선,1,1,2517,516,우장산,54830,여의도,방화,244710,하남검단산,방화
1567,05호선,2,1,2551,550,굽은다리,54910,군자,하남검단산,245400,방화,상일동
1568,05호선,2,2,2551,550,굽은다리,54910,군자,하남검단산,241000,방화,상일동
1569,05호선,2,3,2551,550,굽은다리,54910,군자,하남검단산,241000,방화,상일동
1570,05호선,2,3,2544,543,장한평,54940,왕십리,하남검단산,240330,방화,군자
1571,05호선,2,2,2544,543,장한평,54940,왕십리,하남검단산,240330,방화,군자
1572,05호선,2,1,2544,543,장한평,54940,왕십리,하남검단산,245720,방화,군자
1573,05호선,2,2,2536,535,을지로4가,54940,애오개,마천,235640,방화,왕십리
1574,05호선,2,3,2536,535,을지로4가,54940,애오개,마천,235640,방화,왕십리
1575,05호선,2,1,2536,535,을지로4가,54940,애오개,마천,244240,방화,군자
1576,05호선,1,2,2516,515,발산,55030,여의도,방화,240010,하남검단산,방화
1577,05호선,1,3,2516,515,발산,55030,여의도,방화,240010,하남검단산,방화
1578,05호선,1,1,2516,515,발산,55030,여의도,방화,244910,하남검단산,방화
1579,05호선,2,3,2529,528,마포,55040,화곡,하남검단산,235600,방화,애오개
1580,05호선,2,2,2529,528,마포,55040,화곡,하남검단산,235600,방화,애오개
1581,05호선,2,1,2529,528,마포,55040,화곡,하남검단산,244940,방화,애오개
1582,05호선,2,1,2552,551,명일,55050,군자,하남검단산,245540,방화,상일동
1583,05호선,2,2,2552,551,명일,55050,군자,하남검단산,241140,방화,상일동
1584,05호선,2,3,2552,551,명일,55050,군자,하남검단산,241140,방화,상일동
1585,05호선,2,2,2537,536,동대문역사문화공원,55150,애오개,마천,235850,방화,왕십리
1586,05호선,2,3,2537,536,동대문역사문화공원,55150,애오개,마천,235850,방화,왕십리
1587,05호선,2,1,2537,536,동대문역사문화공원,55150,애오개,마천,244440,방화,군자
1588,05호선,1,2,2515,514,마곡,55230,여의도,방화,240210,하남검단산,방화
1589,05호선,1,1,2515,514,마곡,55230,여의도,방화,245110,하남검단산,방화
1590,05호선,1,3,2515,514,마곡,55230,여의도,방화,240210,하남검단산,방화
1591,05호선,2,3,2530,529,공덕,55230,화곡,하남검단산,235750,방화,애오개
1592,05호선,2,2,2530,529,공덕,55230,화곡,하남검단산,235750,방화,애오개
1593,05호선,2,1,2530,529,공덕,55230,화곡,하남검단산,245130,방화,애오개
1594,05호선,2,1,2553,552,고덕,55300,군자,하남검단산,245750,방화,상일동
1595,05호선,2,2,2553,552,고덕,55300,군자,하남검단산,241350,방화,상일동
1596,05호선,2,3,2553,552,고덕,55300,군자,하남검단산,241350,방화,상일동
1597,05호선,2,2,2538,537,청구,55340,애오개,마천,240040,방화,왕십리
1598,05호선,2,3,2538,537,청구,55340,애오개,마천,240040,방화,왕십리
1599,05호선,2,1,2538,537,청구,55340,애오개,마천,244630,방화,군자
1600,05호선,1,3,2514,513,송정,55430,여의도,방화,240410,하남검단산,방화
1601,05호선,1,1,2514,513,송정,55430,여의도,방화,245310,하남검단산,방화
1602,05호선,1,2,2514,513,송정,55430,여의도,방화,240410,하남검단산,방화
1603,05호선,2,1,2554,553,상일동,55510,군자,하남검단산,243600,방화,하남검단산
1604,05호선,2,3,2554,553,상일동,55510,군자,하남검단산,235030,방화,하남검단산
1605,05호선,2,2,2554,553,상일동,55510,군자,하남검단산,235030,방화,하남검단산
1606,05호선,2,2,2539,538,신금호,55530,애오개,마천,240230,방화,왕십리
1607,05호선,2,3,2539,538,신금호,55530,애오개,마천,240230,방화,왕십리
1608,05호선,2,1,2539,538,신금호,55530,애오개,마천,244820,방화,군자
1609,05호선,1,2,2513,512,김포공항,55710,여의도,방화,240650,하남검단산,방화
1610,05호선,1,3,2513,512,김포공항,55710,여의도,방화,240650,하남검단산,방화
1611,05호선,1,1,2513,512,김포공항,55710,여의도,방화,245550,하남검단산,방화
1612,05호선,2,2,2540,539,행당,55710,애오개,마천,240410,방화,왕십리
1613,05호선,2,3,2540,539,행당,55710,애오개,마천,240410,방화,왕십리
1614,05호선,2,1,2540,539,행당,55710,애오개,마천,245000,방화,군자
1615,05호선,2,1,2562,554,강일,55730,군자,하남검단산,243820,방화,하남검단산
1616,05호선,2,2,2562,554,강일,55730,군자,하남검단산,235250,방화,하남검단산
1617,05호선,2,3,2562,554,강일,55730,군자,하남검단산,235250,방화,하남검단산
1618,05호선,1,2,2512,511,개화산,55920,여의도,방화,240900,하남검단산,방화
1619,05호선,1,3,2512,511,개화산,55920,여의도,방화,240900,하남검단산,방화
1620,05호선,1,1,2512,511,개화산,55920,여의도,방화,245800,하남검단산,방화
1621,05호선,2,1,2563,555,미사,55950,군자,하남검단산,244040,방화,하남검단산
1622,05호선,2,2,2563,555,미사,55950,군자,하남검단산,235510,방화,하남검단산
1623,05호선,2,3,2563,555,미사,55950,군자,하남검단산,235510,방화,하남검단산
1624,05호선,2,1,2564,556,하남풍산,60250,군자,하남검단산,244340,방화,하남검단산
1625,05호선,2,2,2564,556,하남풍산,60250,군자,하남검단산,235810,방화,하남검단산
1626,05호선,2,3,2564,556,하남풍산,60250,군자,하남검단산,235810,방화,하남검단산
1627,05호선,2,1,2565,557,하남시청,60510,군자,하남검단산,244600,방화,하남검단산
1628,05호선,2,3,2565,557,하남시청,60510,군자,하남검단산,240030,방화,하남검단산
1629,05호선,2,2,2565,557,하남시청,60510,군자,하남검단산,240030,방화,하남검단산
1630,06호선,2,1,2626,625,대흥,54620,새절,신내,245800,응암,공덕
1631,08호선,2,2,2818,817,가락시장,52600,가락시장,모란,234300,별내,모란
1632,08호선,2,1,2818,817,가락시장,52600,가락시장,모란,244100,별내,모란
1633,08호선,2,3,2818,817,가락시장,52600,가락시장,모란,234300,별내,모란
1634,08호선,2,2,2819,818,문정,52750,가락시장,모란,234450,별내,모란
1635,08호선,2,1,2819,818,문정,52750,가락시장,모란,244250,별내,모란
1636,08호선,2,3,2819,818,문정,52750,가락시장,모란,234450,별내,모란
1637,08호선,1,1,2811,810,암사,52800,암사,별내,244240,모란,별내
1638,08호선,1,2,2811,810,암사,52800,암사,별내,234310,모란,별내
1639,08호선,1,3,2811,810,암사,52800,암사,별내,234310,모란,별내
1640,08호선,2,1,2820,819,장지,52930,가락시장,모란,244430,별내,모란
1641,08호선,2,2,2820,819,장지,52930,가락시장,모란,234630,별내,모란
1642,08호선,2,3,2820,819,장지,52930,가락시장,모란,234630,별내,모란
1643,08호선,2,2,2811,810,암사,53000,암사,모란,234250,별내,가락시장
1644,08호선,2,1,2811,810,암사,53000,암사,모란,244620,별내,가락시장
1645,08호선,2,3,2811,810,암사,53000,암사,모란,234250,별내,가락시장
1646,08호선,1,2,2815,814,잠실,53000,잠실,별내,235000,모란,암사
1647,08호선,1,3,2815,814,잠실,53000,잠실,별내,235000,모란,암사
1648,08호선,1,1,2815,814,잠실,53000,잠실,별내,244700,모란,암사
1649,08호선,2,3,2808,807,구리,53000,구리,모란,235030,별내,암사
1650,08호선,2,1,2808,807,구리,53000,구리,모란,245030,별내,암사
1651,08호선,2,2,2808,807,구리,53000,구리,모란,235030,별내,암사
1652,08호선,1,1,2827,827,모란,53000,모란,별내,243530,모란,잠실
1653,08호선,1,3,2827,827,모란,53000,모란,별내,234000,모란,잠실
1654,08호선,1,2,2827,827,모란,53000,모란,별내,234000,모란,잠실
1655,08호선,1,1,2810,809,암사역사공원,53030,암사,별내,244510,모란,별내
1656,08호선,1,2,2810,809,암사역사공원,53030,암사,별내,234540,모란,별내
1657,08호선,1,3,2810,809,암사역사공원,53030,암사,별내,234540,모란,별내
1658,08호선,2,2,2821,820,복정,53110,가락시장,모란,234810,별내,모란
1659,08호선,2,1,2821,820,복정,53110,가락시장,모란,244610,별내,모란
1660,08호선,2,3,2821,820,복정,53110,가락시장,모란,234810,별내,모란
1661,08호선,1,2,2814,813,몽촌토성,53140,잠실,별내,235140,모란,암사
1662,08호선,1,1,2814,813,몽촌토성,53140,잠실,별내,244840,모란,암사
1663,08호선,1,3,2814,813,몽촌토성,53140,잠실,별내,235140,모란,암사
1664,08호선,1,1,2826,826,수진,53150,모란,별내,243720,모란,잠실
1665,08호선,1,3,2826,826,수진,53150,모란,별내,234150,모란,잠실
1666,09호선,1,2,4130,930,종합운동장,54030,신논현,중앙보훈병원,234730,개화,중앙보훈병원
1667,09호선,1,3,4130,930,종합운동장,54030,신논현,중앙보훈병원,234730,개화,중앙보훈병원
1668,09호선,1,1,4130,930,종합운동장,54035,신논현,중앙보훈병원,245715,개화,삼전
1669,09호선,1,2,4114,914,국회의사당,54035,염창,중앙보훈병원,234605,개화,동작
1670,09호선,1,3,4114,914,국회의사당,54035,염창,중앙보훈병원,234605,개화,동작
1671,09호선,2,1,4115,915,여의도,54045,동작,개화,245155,중앙보훈병원,염창
1672,09호선,2,1,4108,908,증미,54050,당산,개화,245520,중앙보훈병원,마곡나루
1673,09호선,2,1,4126,926,언주,54055,삼전,개화,245950,중앙보훈병원,신논현
1674,09호선,1,2,4136,936,올림픽공원,54110,삼전,중앙보훈병원,240135,개화,중앙보훈병원
1675,09호선,1,3,4136,936,올림픽공원,54110,삼전,중앙보훈병원,240135,개화,중앙보훈병원
1676,09호선,1,3,4109,909,등촌,54115,마곡나루,중앙보훈병원,234840,개화,당산
1677,09호선,1,2,4109,909,등촌,54115,마곡나루,중앙보훈병원,234840,개화,당산
1678,09호선,2,1,4102,902,김포공항,54125,가양,개화,250055,중앙보훈병원,개화
1679,09호선,2,2,4133,933,석촌,54125,중앙보훈병원,개화,235905,중앙보훈병원,삼전
1680,09호선,2,3,4133,933,석촌,54125,중앙보훈병원,개화,235905,중앙보훈병원,삼전
1681,09호선,2,1,4133,933,석촌,54125,중앙보훈병원,개화,245625,중앙보훈병원,삼전
1682,09호선,2,3,4127,927,선정릉,54135,삼전,개화,235830,중앙보훈병원,신논현
1683,09호선,2,2,4127,927,선정릉,54135,삼전,개화,235830,중앙보훈병원,신논현
1684,09호선,2,3,4114,914,국회의사당,54150,동작,개화,235025,중앙보훈병원,염창
1685,09호선,2,2,4114,914,국회의사당,54150,동작,개화,235025,중앙보훈병원,염창
1686,09호선,2,2,4108,908,증미,54155,당산,개화,234840,중앙보훈병원,개화
1687,09호선,2,3,4108,908,증미,54155,당산,개화,234840,중앙보훈병원,개화
1688,09호선,2,3,4102,902,김포공항,54200,가양,개화,240315,중앙보훈병원,개화
1689,09호선,2,2,4102,902,김포공항,54200,가양,개화,240315,중앙보훈병원,개화
1690,09호선,1,1,4137,937,둔촌오륜,54220,삼전,중앙보훈병원,250005,개화,중앙보훈병원
1691,09호선,1,1,4109,909,등촌,54220,마곡나루,중앙보훈병원,245025,개화,당산
1692,09호선,2,1,4114,914,국회의사당,54235,동작,개화,245350,중앙보훈병원,염창
1693,09호선,2,3,4126,926,언주,54310,삼전,개화,240025,중앙보훈병원,신논현
1694,09호선,2,2,4126,926,언주,54310,삼전,개화,240025,중앙보훈병원,신논현
1695,09호선,2,3,4132,932,석촌고분,54315,중앙보훈병원,개화,240115,중앙보훈병원,삼전
1696,09호선,2,2,4132,932,석촌고분,54315,중앙보훈병원,개화,240115,중앙보훈병원,삼전
1697,09호선,2,1,4132,932,석촌고분,54315,중앙보훈병원,개화,245815,중앙보훈병원,삼전
1698,09호선,1,2,4137,937,둔촌오륜,54325,삼전,중앙보훈병원,240350,개화,중앙보훈병원
1699,09호선,1,3,4137,937,둔촌오륜,54325,삼전,중앙보훈병원,240350,개화,중앙보훈병원
1700,02호선,1,1,247,234-1,도림천,51700,도림천,까치산,245300,신도림,까치산
1701,02호선,1,2,247,234-1,도림천,51700,도림천,까치산,234900,신도림,까치산
1702,02호선,1,1,248,234-2,양천구청,52000,도림천,까치산,245600,신도림,까치산
1703,02호선,1,2,248,234-2,양천구청,52000,도림천,까치산,235200,신도림,까치산
1704,02호선,1,2,249,234-3,신정네거리,52330,도림천,까치산,235530,신도림,까치산
1705,02호선,1,1,249,234-3,신정네거리,52330,도림천,까치산,245930,신도림,까치산
1706,02호선,2,2,211,211,성수,52800,성수,신설동,235100,성수,신설동
1707,02호선,2,3,211,211,성수,52800,성수,신설동,235100,성수,신설동
1708,02호선,2,1,211,211,성수,53000,성수,신설동,245100,성수,신설동
1709,02호선,1,3,246,211-4,신설동,53000,신설동,성수,235100,신설동,성수
1710,02호선,1,2,246,211-4,신설동,53000,신설동,성수,235100,신설동,성수
1711,02호선,1,1,246,211-4,신설동,53000,신설동,성수,245100,신설동,성수
1712,02호선,2,1,219,219,삼성,53000,삼성,성수,244400,성수,성수
1713,02호선,2,2,219,219,삼성,53000,삼성,성수,234400,성수,성수
1714,02호선,2,3,219,219,삼성,53000,삼성,성수,234400,성수,성수
1715,02호선,1,2,202,202,을지로입구,53000,을지로입구,성수,234500,성수,성수
1716,02호선,1,3,202,202,을지로입구,53000,을지로입구,성수,234500,성수,성수
1717,02호선,1,1,202,202,을지로입구,53000,을지로입구,성수,244430,성수,성수
1718,02호선,2,1,228,228,서울대입구,53000,서울대입구,성수,244000,성수,삼성
1719,02호선,2,2,228,228,서울대입구,53000,서울대입구,성수,234100,성수,삼성
1720,02호선,2,3,228,228,서울대입구,53000,서울대입구,성수,234100,성수,삼성
1721,02호선,1,1,239,239,홍대입구,53000,홍대입구,성수,244900,성수,을지로입구
1722,02호선,1,3,239,239,홍대입구,53000,홍대입구,성수,234900,성수,을지로입구
1723,02호선,1,2,239,239,홍대입구,53000,홍대입구,성수,234900,성수,을지로입구
1724,02호선,2,1,234,234,신도림,53000,신도림,성수,244730,성수,서울대입구
1725,02호선,2,2,234,234,신도림,53000,신도림,성수,234730,성수,서울대입구
1726,02호선,2,3,234,234,신도림,53000,신도림,성수,234730,성수,서울대입구
1727,02호선,1,2,234,234,신도림,53000,신도림,성수,235030,성수,홍대입구
1728,02호선,1,3,234,234,신도림,53000,신도림,성수,235030,성수,홍대입구
1729,02호선,1,1,234,234,신도림,53000,신도림,성수,245100,신도림,까치산
1730,02호선,2,1,239,239,홍대입구,53000,홍대입구,성수,245000,성수,신도림
1731,02호선,2,2,239,239,홍대입구,53000,홍대입구,성수,235100,성수,신도림
1732,02호선,2,3,239,239,홍대입구,53000,홍대입구,성수,235100,성수,신도림
1733,02호선,1,2,228,228,서울대입구,53000,서울대입구,성수,234730,성수,신도림
1734,02호선,1,1,228,228,서울대입구,53000,서울대입구,성수,244800,성수,신도림
1735,02호선,1,3,228,228,서울대입구,53000,서울대입구,성수,234730,성수,신도림
1736,02호선,2,2,202,202,을지로입구,53000,을지로입구,성수,234830,성수,홍대입구
1737,02호선,2,3,202,202,을지로입구,53000,을지로입구,성수,234830,성수,홍대입구
1738,02호선,2,1,202,202,을지로입구,53000,을지로입구,성수,244900,성수,홍대입구
1739,02호선,1,2,219,219,삼성,53000,삼성,성수,233900,성수,서울대입구
1740,02호선,1,3,219,219,삼성,53000,삼성,성수,233900,성수,서울대입구
1741,02호선,1,1,219,219,삼성,53000,삼성,성수,244030,성수,서울대입구
1742,02호선,1,3,211,211,성수,53000,성수,성수,234200,성수,삼성
1743,02호선,1,2,211,211,성수,53000,성수,성수,234200,성수,삼성
1744,02호선,1,1,211,211,성수,53000,성수,성수,244400,성수,삼성
1745,02호선,2,1,200,234-4,까치산,53000,까치산,신도림,250500,까치산,도림천
1746,02호선,2,2,200,234-4,까치산,53000,까치산,신도림,240100,까치산,도림천
1747,02호선,2,3,200,234-4,까치산,53000,까치산,신도림,234700,까치산,신도림
1748,02호선,2,2,244,211-1,용답,53130,성수,신설동,235430,성수,신설동
1749,02호선,2,3,244,211-1,용답,53130,성수,신설동,235430,성수,신설동
1750,02호선,1,3,203,203,을지로3가,53130,을지로입구,성수,234630,성수,성수
1751,02호선,1,2,203,203,을지로3가,53130,을지로입구,성수,234630,성수,성수
1752,02호선,1,1,203,203,을지로3가,53130,을지로입구,성수,244600,성수,성수
1753,02호선,1,3,229,229,봉천,53130,서울대입구,성수,234900,성수,신도림
1754,02호선,1,2,229,229,봉천,53130,서울대입구,성수,234900,성수,신도림
1755,02호선,1,1,229,229,봉천,53130,서울대입구,성수,244930,성수,신도림
1756,02호선,2,1,210,210,뚝섬,53130,성수,성수,244700,성수,을지로입구
1757,02호선,2,3,210,210,뚝섬,53130,성수,성수,234330,성수,을지로입구
1758,02호선,2,2,210,210,뚝섬,53130,성수,성수,234330,성수,을지로입구
1759,02호선,1,3,250,211-3,용두,53200,신설동,성수,235300,신설동,성수
1760,02호선,1,1,250,211-3,용두,53200,신설동,성수,245300,신설동,성수
1761,02호선,1,2,250,211-3,용두,53200,신설동,성수,235300,신설동,성수
1762,02호선,2,3,218,218,종합운동장,53200,삼성,성수,234600,성수,성수
1763,02호선,2,2,218,218,종합운동장,53200,삼성,성수,234600,성수,성수
1764,02호선,2,1,218,218,종합운동장,53200,삼성,성수,244600,성수,성수
1765,02호선,2,1,227,227,낙성대,53200,서울대입구,성수,244200,성수,삼성
1766,02호선,2,3,227,227,낙성대,53200,서울대입구,성수,234300,성수,삼성
1767,02호선,2,2,227,227,낙성대,53200,서울대입구,성수,234300,성수,삼성
1768,02호선,2,1,238,238,합정,53200,홍대입구,성수,245200,성수,신도림
1769,02호선,2,2,238,238,합정,53200,홍대입구,성수,235300,성수,신도림
1770,02호선,2,3,238,238,합정,53200,홍대입구,성수,235300,성수,신도림
1771,02호선,2,1,201,201,시청,53200,을지로입구,성수,245100,성수,홍대입구
1772,02호선,2,3,201,201,시청,53200,을지로입구,성수,235100,성수,홍대입구
1773,02호선,2,2,201,201,시청,53200,을지로입구,성수,235100,성수,홍대입구
1774,02호선,1,2,220,220,선릉,53200,삼성,성수,234130,성수,서울대입구
1775,02호선,1,3,220,220,선릉,53200,삼성,성수,234130,성수,서울대입구
1776,02호선,1,2,212,212,건대입구,53200,성수,성수,234400,성수,삼성
1777,02호선,1,1,212,212,건대입구,53200,성수,성수,244600,성수,삼성
1778,02호선,1,3,212,212,건대입구,53200,성수,성수,234400,성수,삼성
1779,02호선,1,3,247,234-1,도림천,53200,신도림,까치산,234900,신도림,까치산
1780,02호선,1,3,240,240,신촌,53230,홍대입구,성수,235130,성수,을지로입구
1781,02호선,1,2,240,240,신촌,53230,홍대입구,성수,235130,성수,을지로입구
1782,02호선,1,1,240,240,신촌,53230,홍대입구,성수,245130,성수,을지로입구
1783,02호선,2,2,233,233,대림,53230,신도림,성수,235030,성수,서울대입구
1784,02호선,2,3,233,233,대림,53230,신도림,성수,235030,성수,서울대입구
1785,02호선,1,2,235,235,문래,53230,신도림,성수,235300,성수,홍대입구
1786,02호선,1,1,235,235,문래,53230,신도림,성수,245200,성수,홍대입구
1787,02호선,1,3,235,235,문래,53230,신도림,성수,235300,성수,홍대입구
1788,02호선,1,1,220,220,선릉,53230,삼성,성수,244300,성수,서울대입구
1789,02호선,1,1,204,204,을지로4가,53300,을지로입구,성수,244730,성수,성수
1790,02호선,1,2,204,204,을지로4가,53300,을지로입구,성수,234800,성수,성수
1791,02호선,1,3,204,204,을지로4가,53300,을지로입구,성수,234800,성수,성수
1792,02호선,2,1,233,233,대림,53300,신도림,성수,245030,성수,서울대입구
1793,02호선,2,2,249,234-3,신정네거리,53300,까치산,신도림,240400,까치산,도림천
1794,02호선,2,3,249,234-3,신정네거리,53300,까치산,신도림,235000,까치산,신도림
1795,02호선,2,1,249,234-3,신정네거리,53300,까치산,신도림,250800,까치산,도림천
1796,02호선,2,1,244,211-1,용답,53330,성수,신설동,245430,성수,신설동
