SEQ,LINE_NM,UPDOWN_CD,DAY_CD,STATN_CD,EXT_CD,STATN_NM,FIRST_TIME,FIRST_DEP_NM,FIRST_ARR_NM,LAST_TIME,LAST_DEP_NM,LAST_ARR_NM
1,03호선,1,1,1950,318,삼송,50730,삼송,대화,241600,오금,대화
2,03호선,1,1,1948,317,원흥,51000,삼송,대화,241830,오금,대화
3,03호선,1,1,1951,316,원당,51300,삼송,대화,242130,오금,대화
4,03호선,2,1,1958,309,대화,51600,대화,오금,241400,대화,삼송
5,03호선,1,1,1952,315,화정,51630,삼송,대화,242500,오금,대화
6,03호선,2,1,1957,310,주엽,51830,대화,오금,241630,대화,삼송
7,03호선,1,1,1953,314,대곡,51930,삼송,대화,242800,오금,대화
8,03호선,2,1,1956,311,정발산,52100,대화,오금,241900,대화,삼송
9,03호선,1,1,339,349,수서,52200,수서,구파발,243230,오금,압구정
10,03호선,1,2,1950,318,삼송,52300,삼송,대화,233530,오금,대화
11,03호선,1,3,1950,318,삼송,52300,삼송,대화,233530,오금,대화
12,03호선,1,1,1954,313,백석,52300,삼송,대화,243130,오금,대화
13,03호선,2,1,1955,312,마두,52300,대화,오금,242100,대화,삼송
14,03호선,1,1,334,344,도곡,52400,도곡,대화,244200,오금,압구정
15,03호선,1,1,338,348,일원,52430,수서,구파발,243500,오금,압구정
16,03호선,1,3,334,344,도곡,52500,도곡,대화,234230,오금,압구정
17,03호선,1,2,334,344,도곡,52500,도곡,대화,234230,오금,압구정
18,03호선,1,3,339,349,수서,52500,수서,대화,233300,오금,압구정
19,03호선,1,2,339,349,수서,52500,수서,대화,233300,오금,압구정
20,03호선,1,3,1948,317,원흥,52530,삼송,대화,233800,오금,대화
21,03호선,1,2,1948,317,원흥,52530,삼송,대화,233800,오금,대화
22,03호선,1,1,1955,312,마두,52530,삼송,대화,243400,오금,대화
23,03호선,2,1,1954,313,백석,52530,대화,오금,242330,대화,삼송
24,03호선,1,1,333,343,매봉,52600,도곡,대화,244400,오금,압구정
25,03호선,1,1,337,347,대청,52630,수서,구파발,243700,오금,압구정
26,03호선,1,2,333,343,매봉,52700,도곡,대화,234430,오금,압구정
27,03호선,1,3,333,343,매봉,52700,도곡,대화,234430,오금,압구정
28,03호선,1,1,1956,311,정발산,52730,삼송,대화,243600,오금,대화
29,03호선,1,2,338,348,일원,52730,수서,대화,233530,오금,압구정
30,03호선,1,3,338,348,일원,52730,수서,대화,233530,오금,압구정
31,03호선,1,3,342,352,오금,52800,오금,대화,232700,오금,압구정
32,03호선,1,2,342,352,오금,52800,오금,대화,232700,오금,압구정
33,03호선,1,3,1951,316,원당,52830,삼송,대화,234100,오금,대화
34,03호선,1,2,1951,316,원당,52830,삼송,대화,234100,오금,대화
35,03호선,1,1,332,342,양재,52830,도곡,대화,244630,오금,압구정
36,03호선,1,1,336,346,학여울,52830,수서,구파발,243900,오금,압구정
37,03호선,2,1,1953,314,대곡,52900,대화,오금,242700,대화,삼송
38,03호선,1,2,332,342,양재,52930,도곡,대화,234700,오금,압구정
39,03호선,1,3,332,342,양재,52930,도곡,대화,234700,오금,압구정
40,03호선,1,3,337,347,대청,52930,수서,대화,233730,오금,압구정
41,03호선,1,2,337,347,대청,52930,수서,대화,233730,오금,압구정
42,03호선,1,2,341,351,경찰병원,52930,오금,대화,232900,오금,압구정
43,03호선,1,3,341,351,경찰병원,52930,오금,대화,232900,오금,압구정
44,03호선,2,2,326,336,압구정,53000,압구정,오금,234700,대화,도곡
45,03호선,2,3,326,336,압구정,53000,압구정,오금,234700,대화,도곡
46,03호선,2,1,326,336,압구정,53000,압구정,오금,244300,대화,도곡
47,03호선,1,1,1957,310,주엽,53000,삼송,대화,243830,오금,대화
48,03호선,2,3,316,326,독립문,53000,독립문,오금,234730,대화,약수
49,03호선,2,2,316,326,독립문,53000,독립문,오금,234730,대화,약수
50,03호선,2,1,316,326,독립문,53000,독립문,오금,244730,대화,약수
51,03호선,2,2,310,320,구파발,53000,구파발,오금,233430,대화,약수
52,03호선,2,1,310,320,구파발,53000,구파발,오금,243430,대화,약수
53,03호선,2,3,310,320,구파발,53000,구파발,오금,233430,대화,약수
54,03호선,1,3,323,333,약수,53000,약수,대화,235100,오금,독립문
55,03호선,1,2,323,333,약수,53000,약수,대화,235100,오금,독립문
56,03호선,1,1,323,333,약수,53000,약수,대화,244700,오금,독립문
57,03호선,2,2,1958,309,대화,53000,대화,오금,233600,대화,삼송
58,03호선,2,3,1958,309,대화,53000,대화,오금,233600,대화,삼송
59,03호선,1,1,335,345,대치,53000,수서,구파발,244030,오금,압구정
60,03호선,1,3,340,350,가락시장,53100,오금,대화,233030,오금,압구정
61,03호선,1,2,340,350,가락시장,53100,오금,대화,233030,오금,압구정
62,03호선,1,1,331,341,남부터미널,53100,도곡,대화,244900,오금,압구정
63,03호선,1,1,342,352,오금,53100,오금,대화,242700,오금,압구정
64,03호선,1,3,322,332,동대입구,53130,약수,대화,235230,오금,독립문
65,03호선,1,2,322,332,동대입구,53130,약수,대화,235230,오금,독립문
66,03호선,1,3,336,346,학여울,53130,수서,대화,233930,오금,압구정
67,03호선,1,1,322,332,동대입구,53130,약수,대화,244830,오금,독립문
68,03호선,1,2,336,346,학여울,53130,수서,대화,233930,오금,압구정
69,03호선,1,3,1952,315,화정,53200,삼송,대화,234430,오금,대화
70,03호선,1,2,1952,315,화정,53200,삼송,대화,234430,오금,대화
71,03호선,2,1,1952,315,화정,53200,대화,오금,243000,대화,삼송
72,03호선,1,2,331,341,남부터미널,53200,도곡,대화,234930,오금,압구정
73,03호선,1,3,331,341,남부터미널,53200,도곡,대화,234930,오금,압구정
74,03호선,2,2,327,337,신사,53230,압구정,오금,234930,대화,도곡
75,03호선,2,3,327,337,신사,53230,압구정,오금,234930,대화,도곡
76,03호선,2,1,327,337,신사,53230,압구정,오금,244530,대화,도곡
77,03호선,2,3,317,327,경복궁,53230,독립문,오금,235000,대화,약수
78,03호선,2,2,317,327,경복궁,53230,독립문,오금,235000,대화,약수
79,03호선,2,1,317,327,경복궁,53230,독립문,오금,245000,대화,약수
80,03호선,2,1,311,321,연신내,53230,구파발,오금,243700,대화,약수
81,03호선,2,3,311,321,연신내,53230,구파발,오금,233700,대화,약수
82,03호선,2,2,311,321,연신내,53230,구파발,오금,233700,대화,약수
83,03호선,2,2,1957,310,주엽,53230,대화,오금,233830,대화,삼송
84,03호선,2,3,1957,310,주엽,53230,대화,오금,233830,대화,삼송
85,03호선,1,1,341,351,경찰병원,53230,오금,대화,242830,오금,압구정
86,03호선,1,2,335,345,대치,53300,수서,대화,234100,오금,압구정
87,03호선,1,3,335,345,대치,53300,수서,대화,234100,오금,압구정
88,03호선,1,1,330,340,교대,53300,도곡,대화,245100,오금,압구정
89,03호선,1,3,321,331,충무로,53330,약수,대화,235430,오금,독립문
90,03호선,1,2,321,331,충무로,53330,약수,대화,235430,오금,독립문
91,03호선,1,1,321,331,충무로,53330,약수,대화,245030,오금,독립문
92,03호선,1,3,330,340,교대,53400,도곡,대화,235130,오금,압구정
93,03호선,1,2,330,340,교대,53400,도곡,대화,235130,오금,압구정
94,03호선,1,1,340,350,가락시장,53400,오금,대화,243000,오금,압구정
95,03호선,2,3,328,338,잠원,53430,압구정,오금,235130,대화,도곡
96,03호선,2,2,328,338,잠원,53430,압구정,오금,235130,대화,도곡
97,03호선,2,1,328,338,잠원,53430,압구정,오금,244730,대화,도곡
98,03호선,2,2,318,328,안국,53430,독립문,오금,235200,대화,약수
99,03호선,2,1,318,328,안국,53430,독립문,오금,245200,대화,약수
100,03호선,2,3,318,328,안국,53430,독립문,오금,235200,대화,약수
101,03호선,2,3,312,322,불광,53430,구파발,오금,233900,대화,약수
102,03호선,2,2,312,322,불광,53430,구파발,오금,233900,대화,약수
103,03호선,2,1,312,322,불광,53430,구파발,오금,243900,대화,약수
104,03호선,1,2,1953,314,대곡,53500,삼송,대화,234730,오금,대화
105,03호선,1,3,1953,314,대곡,53500,삼송,대화,234730,오금,대화
106,03호선,1,3,320,330,을지로3가,53500,약수,대화,235600,오금,독립문
107,03호선,1,2,320,330,을지로3가,53500,약수,대화,235600,오금,독립문
108,03호선,1,1,320,330,을지로3가,53500,약수,대화,245200,오금,독립문
109,03호선,2,3,1956,311,정발산,53500,대화,오금,234100,대화,삼송
110,03호선,2,2,1956,311,정발산,53500,대화,오금,234100,대화,삼송
111,03호선,2,1,1951,316,원당,53530,대화,오금,243330,대화,삼송
112,03호선,1,1,329,339,고속터미널,53530,도곡,대화,245330,오금,압구정
113,03호선,2,3,329,339,고속터미널,53630,압구정,오금,235330,대화,도곡
114,03호선,2,2,329,339,고속터미널,53630,압구정,오금,235330,대화,도곡
115,03호선,2,1,329,339,고속터미널,53630,압구정,오금,244930,대화,도곡
116,03호선,2,3,319,329,종로3가,53630,독립문,오금,235400,대화,약수
117,03호선,2,2,319,329,종로3가,53630,독립문,오금,235400,대화,약수
118,03호선,2,1,319,329,종로3가,53630,독립문,오금,245400,대화,약수
119,03호선,2,1,313,323,녹번,53630,구파발,오금,244100,대화,약수
120,03호선,2,2,313,323,녹번,53630,구파발,오금,234100,대화,약수
121,03호선,2,3,313,323,녹번,53630,구파발,오금,234100,대화,약수
122,03호선,1,3,319,329,종로3가,53630,약수,대화,235730,오금,독립문
123,03호선,1,2,319,329,종로3가,53630,약수,대화,235730,오금,독립문
124,03호선,1,3,329,339,고속터미널,53630,도곡,대화,235400,오금,압구정
125,03호선,1,2,329,339,고속터미널,53630,도곡,대화,235400,오금,압구정
126,03호선,1,1,319,329,종로3가,53630,약수,대화,245400,오금,독립문
127,03호선,2,3,1955,312,마두,53700,대화,오금,234300,대화,삼송
128,03호선,2,2,1955,312,마두,53700,대화,오금,234300,대화,삼송
129,03호선,1,1,328,338,잠원,53730,도곡,대화,245530,오금,압구정
130,03호선,2,2,320,330,을지로3가,53800,독립문,오금,235530,대화,약수
131,03호선,2,3,320,330,을지로3가,53800,독립문,오금,235530,대화,약수
132,03호선,2,1,320,330,을지로3가,53800,독립문,오금,245530,대화,약수
133,03호선,1,3,1954,313,백석,53830,삼송,대화,235100,오금,대화
134,03호선,1,2,1954,313,백석,53830,삼송,대화,235100,오금,대화
135,03호선,1,3,318,328,안국,53830,약수,대화,235930,오금,독립문
136,03호선,1,2,318,328,안국,53830,약수,대화,235930,오금,독립문
137,03호선,2,1,1948,317,원흥,53830,대화,오금,243630,대화,삼송
138,03호선,1,3,328,338,잠원,53830,도곡,대화,235600,오금,압구정
139,03호선,1,2,328,338,잠원,53830,도곡,대화,235600,오금,압구정
140,03호선,1,1,318,328,안국,53830,약수,대화,245600,오금,독립문
141,03호선,2,3,330,340,교대,53900,압구정,오금,235600,대화,도곡
142,03호선,2,2,330,340,교대,53900,압구정,오금,235600,대화,도곡
143,03호선,2,1,330,340,교대,53900,압구정,오금,245200,대화,도곡
144,03호선,2,1,314,324,홍제,53900,구파발,오금,244330,대화,약수
145,03호선,2,3,314,324,홍제,53900,구파발,오금,234330,대화,약수
146,03호선,2,2,314,324,홍제,53900,구파발,오금,234330,대화,약수
147,03호선,2,3,321,331,충무로,53930,독립문,오금,235700,대화,약수
148,03호선,2,2,321,331,충무로,53930,독립문,오금,235700,대화,약수
149,03호선,2,1,321,331,충무로,53930,독립문,오금,245700,대화,약수
150,03호선,2,2,1954,313,백석,53930,대화,오금,234530,대화,삼송
151,03호선,2,3,1954,313,백석,53930,대화,오금,234530,대화,삼송
152,03호선,1,1,327,337,신사,53930,도곡,대화,245730,오금,압구정
153,03호선,1,2,317,327,경복궁,54030,약수,대화,240130,오금,독립문
154,03호선,1,3,317,327,경복궁,54030,약수,대화,240130,오금,독립문
155,03호선,1,2,327,337,신사,54030,도곡,대화,235800,오금,압구정
156,03호선,1,3,327,337,신사,54030,도곡,대화,235800,오금,압구정
157,03호선,1,1,317,327,경복궁,54030,약수,대화,245800,오금,독립문
158,03호선,2,1,331,341,남부터미널,54100,압구정,오금,245400,대화,도곡
159,03호선,2,2,331,341,남부터미널,54100,압구정,오금,235800,대화,도곡
160,03호선,2,3,331,341,남부터미널,54100,압구정,오금,235800,대화,도곡
161,03호선,1,3,1955,312,마두,54100,삼송,대화,235330,오금,대화
162,03호선,1,2,1955,312,마두,54100,삼송,대화,235330,오금,대화
163,03호선,2,3,315,325,무악재,54100,구파발,오금,234530,대화,약수
164,03호선,2,2,315,325,무악재,54100,구파발,오금,234530,대화,약수
165,03호선,2,1,315,325,무악재,54100,구파발,오금,244530,대화,약수
166,03호선,2,1,1950,318,삼송,54100,대화,오금,242800,대화,약수
167,03호선,2,1,322,332,동대입구,54130,독립문,오금,245900,대화,약수
168,03호선,2,3,322,332,동대입구,54130,독립문,오금,235900,대화,약수
169,03호선,2,2,322,332,동대입구,54130,독립문,오금,235900,대화,약수
170,03호선,1,1,326,336,압구정,54200,도곡,대화,244130,오금,독립문
171,03호선,1,2,1956,311,정발산,54300,삼송,대화,235530,오금,대화
172,03호선,1,3,1956,311,정발산,54300,삼송,대화,235530,오금,대화
173,03호선,2,1,323,333,약수,54300,독립문,오금,243730,대화,도곡
174,03호선,2,2,323,333,약수,54300,독립문,오금,234130,대화,도곡
175,03호선,2,3,323,333,약수,54300,독립문,오금,234130,대화,도곡
176,03호선,1,3,316,326,독립문,54300,약수,대화,235200,오금,구파발
177,03호선,1,2,316,326,독립문,54300,약수,대화,235200,오금,구파발
178,03호선,1,2,326,336,압구정,54300,도곡,대화,234530,오금,독립문
179,03호선,1,3,326,336,압구정,54300,도곡,대화,234530,오금,독립문
180,03호선,1,1,316,326,독립문,54300,약수,대화,244430,오금,구파발
181,03호선,2,3,1953,314,대곡,54300,대화,오금,234900,대화,삼송
182,03호선,2,2,1953,314,대곡,54300,대화,오금,234900,대화,삼송
183,03호선,2,3,332,342,양재,54330,압구정,오금,240030,대화,도곡
184,03호선,2,2,332,342,양재,54330,압구정,오금,240030,대화,도곡
185,03호선,2,1,332,342,양재,54330,압구정,오금,245630,대화,도곡
186,03호선,2,1,309,319,지축,54400,대화,오금,243100,대화,약수
187,03호선,2,2,324,334,금호,54430,독립문,오금,234300,대화,도곡
188,03호선,2,1,324,334,금호,54430,독립문,오금,243900,대화,도곡
189,03호선,2,3,324,334,금호,54430,독립문,오금,234300,대화,도곡
190,03호선,1,1,325,335,옥수,54430,도곡,대화,244400,오금,독립문
191,03호선,1,2,315,325,무악재,54500,약수,대화,235400,오금,구파발
192,03호선,1,3,315,325,무악재,54500,약수,대화,235400,오금,구파발
193,03호선,1,1,315,325,무악재,54500,약수,대화,244630,오금,구파발
194,03호선,1,3,1957,310,주엽,54530,삼송,대화,235800,오금,대화
195,03호선,1,2,1957,310,주엽,54530,삼송,대화,235800,오금,대화
196,03호선,1,3,325,335,옥수,54530,도곡,대화,234800,오금,독립문
197,03호선,1,2,325,335,옥수,54530,도곡,대화,234800,오금,독립문
198,03호선,2,1,333,343,매봉,54600,압구정,오금,245900,대화,도곡
199,03호선,2,2,333,343,매봉,54600,압구정,오금,240300,대화,도곡
200,03호선,2,3,333,343,매봉,54600,압구정,오금,240300,대화,도곡
201,03호선,2,1,325,335,옥수,54600,독립문,오금,244030,대화,도곡
202,03호선,2,2,325,335,옥수,54600,독립문,오금,234430,대화,도곡
203,03호선,2,3,325,335,옥수,54600,독립문,오금,234430,대화,도곡
204,03호선,2,3,1952,315,화정,54600,대화,오금,235200,대화,삼송
205,03호선,2,2,1952,315,화정,54600,대화,오금,235200,대화,삼송
206,03호선,1,1,324,334,금호,54600,도곡,대화,244530,오금,독립문
207,03호선,1,2,314,324,홍제,54700,약수,대화,235600,오금,구파발
208,03호선,1,3,314,324,홍제,54700,약수,대화,235600,오금,구파발
209,03호선,1,2,324,334,금호,54700,도곡,대화,234930,오금,독립문
210,03호선,1,3,324,334,금호,54700,도곡,대화,234930,오금,독립문
211,03호선,1,1,314,324,홍제,54700,약수,대화,244830,오금,구파발
212,03호선,2,1,334,344,도곡,54800,압구정,오금,245130,구파발,수서
213,03호선,2,3,334,344,도곡,54800,압구정,오금,235500,대화,수서
214,03호선,2,2,334,344,도곡,54800,압구정,오금,235500,대화,수서
215,03호선,2,1,335,345,대치,54930,압구정,오금,245300,구파발,수서
216,03호선,2,2,335,345,대치,54930,압구정,오금,235630,대화,수서
217,03호선,2,3,335,345,대치,54930,압구정,오금,235630,대화,수서
218,03호선,1,2,313,323,녹번,54930,약수,대화,235830,오금,구파발
219,03호선,1,3,313,323,녹번,54930,약수,대화,235830,오금,구파발
220,03호선,1,1,313,323,녹번,54930,약수,대화,245100,오금,구파발
221,03호선,2,2,1951,316,원당,54930,대화,오금,235530,대화,삼송
222,03호선,2,3,1951,316,원당,54930,대화,오금,235530,대화,삼송
223,03호선,2,1,336,346,학여울,55100,압구정,오금,245430,구파발,수서
224,03호선,2,3,336,346,학여울,55100,압구정,오금,235800,대화,수서
225,03호선,2,2,336,346,학여울,55100,압구정,오금,235800,대화,수서
226,03호선,1,3,312,322,불광,55130,약수,대화,240030,오금,구파발
227,03호선,1,2,312,322,불광,55130,약수,대화,240030,오금,구파발
228,03호선,1,1,312,322,불광,55130,약수,대화,245300,오금,구파발
229,03호선,2,3,1948,317,원흥,55230,대화,오금,235830,대화,삼송
230,03호선,2,2,1948,317,원흥,55230,대화,오금,235830,대화,삼송
231,03호선,2,3,337,347,대청,55300,압구정,오금,240000,대화,수서
232,03호선,2,2,337,347,대청,55300,압구정,오금,240000,대화,수서
233,03호선,2,1,337,347,대청,55300,압구정,오금,245630,구파발,수서
234,03호선,1,2,311,321,연신내,55330,약수,대화,240230,오금,구파발
235,03호선,1,3,311,321,연신내,55330,약수,대화,240230,오금,구파발
236,03호선,1,1,311,321,연신내,55330,약수,대화,245500,오금,구파발
237,03호선,2,1,338,348,일원,55500,압구정,오금,245830,구파발,수서
238,03호선,2,2,338,348,일원,55500,압구정,오금,240200,대화,수서
239,03호선,2,3,338,348,일원,55500,압구정,오금,240200,대화,수서
240,03호선,2,3,1950,318,삼송,55500,대화,오금,234500,대화,구파발
241,03호선,2,2,1950,318,삼송,55500,대화,오금,234500,대화,구파발
242,03호선,1,2,310,320,구파발,55600,약수,대화,232900,오금,대화
243,03호선,1,3,310,320,구파발,55600,약수,대화,232900,오금,대화
244,03호선,1,1,310,320,구파발,55600,약수,대화,240930,오금,대화
245,03호선,2,2,339,349,수서,55730,압구정,오금,235530,대화,오금
246,03호선,2,1,339,349,수서,55730,압구정,오금,244300,구파발,오금
247,03호선,2,3,339,349,수서,55730,압구정,오금,235530,대화,오금
248,03호선,2,2,309,319,지축,55800,대화,오금,234800,대화,구파발
249,03호선,2,3,309,319,지축,55800,대화,오금,234800,대화,구파발
250,03호선,1,2,309,319,지축,55930,약수,대화,233230,오금,대화
251,03호선,1,3,309,319,지축,55930,약수,대화,233230,오금,대화
252,03호선,1,1,309,319,지축,55930,약수,대화,241300,오금,대화
253,03호선,2,2,340,350,가락시장,60000,압구정,오금,235800,대화,오금
254,03호선,2,1,340,350,가락시장,60000,압구정,오금,244530,구파발,오금
255,03호선,2,3,340,350,가락시장,60000,압구정,오금,235800,대화,오금
256,03호선,2,1,341,351,경찰병원,60130,압구정,오금,244700,구파발,오금
257,03호선,2,3,341,351,경찰병원,60130,압구정,오금,235930,대화,오금
258,03호선,2,2,341,351,경찰병원,60130,압구정,오금,235930,대화,오금
259,06호선,2,1,2614,613,독바위,53200,독바위,봉화산,244610,응암,응암
260,06호선,1,2,2643,642,상월곡,53200,상월곡,응암,240000,신내,안암
261,06호선,1,3,2643,642,상월곡,53200,상월곡,응암,240000,신내,안암
262,06호선,1,1,2643,642,상월곡,53200,상월곡,응암,245600,신내,안암
263,06호선,1,3,2638,637,창신,53320,안암,응암,235750,봉화산,한강진
264,06호선,1,2,2638,637,창신,53320,안암,응암,235750,봉화산,한강진
265,06호선,1,1,2638,637,창신,53320,안암,응암,244950,봉화산,한강진
266,06호선,1,2,2624,623,상수,53330,대흥,응암,235010,봉화산,응암
267,06호선,1,3,2624,623,상수,53330,대흥,응암,235010,봉화산,응암
268,06호선,1,1,2624,623,상수,53330,대흥,응암,244200,신내,새절
269,06호선,2,1,2634,633,약수,53340,한강진,신내,243540,응암,봉화산
270,06호선,2,3,2634,633,약수,53340,한강진,신내,235330,응암,안암
271,06호선,2,2,2634,633,약수,53340,한강진,신내,235330,응암,안암
272,06호선,1,3,2642,641,월곡,53340,상월곡,응암,240140,신내,안암
273,06호선,1,2,2642,641,월곡,53340,상월곡,응암,240140,신내,안암
274,06호선,1,1,2642,641,월곡,53340,상월곡,응암,245740,신내,안암
275,06호선,1,1,2646,645,태릉입구,53340,봉화산,응암,245040,신내,안암
276,06호선,1,3,2646,645,태릉입구,53340,봉화산,응암,235440,신내,안암
277,06호선,1,2,2646,645,태릉입구,53340,봉화산,응암,235440,신내,안암
278,06호선,2,2,2642,641,월곡,53350,안암,신내,235620,응암,봉화산
279,06호선,2,3,2642,641,월곡,53350,안암,신내,235620,응암,봉화산
280,06호선,2,1,2642,641,월곡,53350,안암,신내,244930,응암,봉화산
281,06호선,2,2,2627,626,공덕,53400,공덕,신내,235150,응암,한강진
282,06호선,2,3,2627,626,공덕,53400,공덕,신내,235150,응암,한강진
283,06호선,2,1,2627,626,공덕,53400,공덕,신내,244030,응암,한강진
284,06호선,2,3,2619,618,디지털미디어시티,53400,새절,신내,234800,응암,공덕
285,06호선,2,2,2619,618,디지털미디어시티,53400,새절,신내,234800,응암,공덕
286,06호선,2,1,2619,618,디지털미디어시티,53400,새절,신내,244350,응암,공덕
287,06호선,2,2,2615,614,연신내,53450,독바위,봉화산,235010,응암,새절
288,06호선,2,1,2615,614,연신내,53450,독바위,봉화산,244900,응암,응암
289,06호선,2,3,2615,614,연신내,53450,독바위,봉화산,235010,응암,새절
290,06호선,1,2,2637,636,동묘앞,53510,안암,응암,235940,봉화산,한강진
291,06호선,1,1,2637,636,동묘앞,53510,안암,응암,245140,봉화산,한강진
292,06호선,1,3,2637,636,동묘앞,53510,안암,응암,235940,봉화산,한강진
293,06호선,2,1,2643,642,상월곡,53520,안암,신내,245110,응암,봉화산
294,06호선,2,2,2643,642,상월곡,53520,안암,신내,235800,응암,봉화산
295,06호선,2,3,2643,642,상월곡,53520,안암,신내,235800,응암,봉화산
296,06호선,1,1,2623,622,합정,53520,대흥,응암,244350,신내,새절
297,06호선,1,2,2623,622,합정,53520,대흥,응암,235200,봉화산,응암
298,06호선,1,3,2623,622,합정,53520,대흥,응암,235200,봉화산,응암
299,06호선,2,3,2635,634,청구,53520,한강진,신내,235520,응암,안암
300,06호선,2,2,2635,634,청구,53520,한강진,신내,235520,응암,안암
301,06호선,2,1,2635,634,청구,53530,한강진,신내,243720,응암,봉화산
302,06호선,1,3,2645,644,석계,53530,봉화산,응암,235630,신내,안암
303,06호선,1,2,2645,644,석계,53530,봉화산,응암,235630,신내,안암
304,06호선,1,1,2645,644,석계,53530,봉화산,응암,245230,신내,안암
305,06호선,2,3,2620,619,월드컵경기장,53540,새절,신내,234950,응암,공덕
306,06호선,2,2,2620,619,월드컵경기장,53540,새절,신내,234950,응암,공덕
307,06호선,2,1,2620,619,월드컵경기장,53540,새절,신내,244540,응암,공덕
308,06호선,2,2,2628,627,효창공원앞,53550,공덕,신내,235340,응암,한강진
309,06호선,2,3,2628,627,효창공원앞,53550,공덕,신내,235340,응암,한강진
310,06호선,2,1,2628,627,효창공원앞,53550,공덕,신내,244220,응암,한강진
311,06호선,1,3,2641,640,고려대,53550,상월곡,응암,240350,신내,안암
312,06호선,1,2,2641,640,고려대,53550,상월곡,응암,240350,신내,안암
313,06호선,1,1,2641,640,고려대,53550,상월곡,응암,245950,신내,안암
314,06호선,1,3,2632,631,한강진,53600,한강진,응암,235700,봉화산,공덕
315,06호선,1,2,2632,631,한강진,53600,한강진,응암,235700,봉화산,공덕
316,06호선,1,1,2632,631,한강진,53600,한강진,응암,244600,신내,공덕
317,06호선,1,3,2636,635,신당,53640,안암,응암,240110,봉화산,한강진
318,06호선,1,2,2636,635,신당,53640,안암,응암,240110,봉화산,한강진
319,06호선,1,1,2636,635,신당,53640,안암,응암,245310,봉화산,한강진
320,06호선,2,2,2616,615,구산,53640,독바위,봉화산,235200,응암,새절
321,06호선,2,3,2616,615,구산,53640,독바위,봉화산,235200,응암,새절
322,06호선,2,1,2616,615,구산,53640,독바위,봉화산,245050,응암,응암
323,06호선,2,3,2644,643,돌곶이,53700,안암,신내,235930,응암,봉화산
324,06호선,2,2,2644,643,돌곶이,53700,안암,신내,235930,응암,봉화산
325,06호선,2,1,2644,643,돌곶이,53700,안암,신내,245240,응암,봉화산
326,06호선,2,2,2636,635,신당,53700,한강진,신내,235700,응암,안암
327,06호선,2,3,2636,635,신당,53700,한강진,신내,235700,응암,안암
328,06호선,1,1,2627,626,공덕,53700,공덕,응암,243640,신내,새절
329,06호선,1,2,2627,626,공덕,53700,공덕,응암,235550,신내,대흥
330,06호선,1,3,2627,626,공덕,53700,공덕,응암,235550,신내,대흥
331,06호선,2,3,2611,610,응암,53700,응암,신내,235430,응암,새절
332,06호선,2,2,2611,610,응암,53700,응암,신내,235430,응암,새절
333,06호선,2,1,2611,610,응암,53700,응암,신내,244030,응암,응암
334,06호선,1,3,2622,621,망원,53710,대흥,응암,235350,봉화산,응암
335,06호선,1,2,2622,621,망원,53710,대흥,응암,235350,봉화산,응암
336,06호선,1,1,2622,621,망원,53710,대흥,응암,244540,신내,새절
337,06호선,2,1,2636,635,신당,53710,한강진,신내,243900,응암,봉화산
338,06호선,2,2,2621,620,마포구청,53720,새절,신내,235130,응암,공덕
339,06호선,2,1,2621,620,마포구청,53720,새절,신내,244720,응암,공덕
340,06호선,2,3,2621,620,마포구청,53720,새절,신내,235130,응암,공덕
341,06호선,1,2,2644,643,돌곶이,53720,봉화산,응암,235830,신내,안암
342,06호선,1,3,2644,643,돌곶이,53720,봉화산,응암,235830,신내,안암
343,06호선,1,1,2644,643,돌곶이,53720,봉화산,응암,245420,신내,안암
344,06호선,2,3,2629,628,삼각지,53750,공덕,신내,235550,응암,한강진
345,06호선,2,2,2629,628,삼각지,53750,공덕,신내,235550,응암,한강진
346,06호선,2,1,2629,628,삼각지,53750,공덕,신내,244430,응암,한강진
347,06호선,1,1,2631,630,이태원,53800,한강진,응암,244800,신내,공덕
348,06호선,1,3,2631,630,이태원,53800,한강진,응암,235900,봉화산,공덕
349,06호선,1,2,2631,630,이태원,53800,한강진,응암,235900,봉화산,공덕
350,06호선,1,3,2635,634,청구,53820,안암,응암,240250,봉화산,한강진
351,06호선,1,2,2635,634,청구,53820,안암,응암,240250,봉화산,한강진
352,06호선,1,1,2635,634,청구,53820,안암,응암,245450,봉화산,한강진
353,06호선,2,2,2637,636,동묘앞,53830,한강진,신내,235830,응암,안암
354,06호선,2,3,2637,636,동묘앞,53830,한강진,신내,235830,응암,안암
355,06호선,2,1,2637,636,동묘앞,53840,한강진,신내,244030,응암,봉화산
356,06호선,1,1,2621,620,마포구청,53900,대흥,응암,244730,신내,새절
357,06호선,1,2,2621,620,마포구청,53900,대흥,응암,235540,봉화산,응암
358,06호선,1,3,2621,620,마포구청,53900,대흥,응암,235540,봉화산,응암
359,06호선,2,2,2612,611,역촌,53900,응암,신내,235530,응암,독바위
360,06호선,2,3,2612,611,역촌,53900,응암,신내,235530,응암,독바위
361,06호선,2,1,2612,611,역촌,53900,응암,신내,244230,응암,응암
362,06호선,1,1,2649,648,신내,53900,신내,응암,244200,신내,안암
363,06호선,2,2,2645,644,석계,53910,안암,신내,240130,응암,봉화산
364,06호선,2,1,2645,644,석계,53910,안암,신내,245440,응암,봉화산
365,06호선,2,3,2645,644,석계,53910,안암,신내,240130,응암,봉화산
